;Host Since;Host Response Rate;Host Verifications;Neighbourhood Group Cleansed;Longitude;Room Type;Accommodates;Bathrooms;Bedrooms;Amenities;Price;Security Deposit;Cleaning Fee;Guests Included;Extra People;Availability 30;Number of Reviews;Review Scores Rating;Review Scores Accuracy;Review Scores Cleanliness;Review Scores Checkin;Review Scores Communication;Review Scores Location;Review Scores Value;Cancellation Policy;Calculated host listings count;Reviews per Month;Features
2166;2014-05-04;;email,phone,reviews;Centro;-3.699795857927988;Entire home/apt;4;1.0;2.0;Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Family/kid friendly,Washer,Shampoo;90.0;;30.0;2;35;0;9;91.0;9.0;8.0;9.0;9.0;9.0;8.0;flexible;1.0;0.27;Host Has Profile Pic,Requires License
2652;2014-05-31;;email,phone,reviews,jumio;Moncloa - Aravaca;-3.711694217044757;Entire home/apt;4;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Fire extinguisher,Essentials;63.0;200.0;35.0;2;15;0;9;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;0.26;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
1658;2013-08-18;50.0;email,phone,linkedin,reviews,jumio,government_id;Latina;-3.74706708633546;Private room;2;1.0;1.0;Cable TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer;25.0;;;1;7;30;15;93.0;9.0;9.0;10.0;10.0;9.0;9.0;flexible;1.0;0.37;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
1971;2012-02-08;100.0;email,phone,reviews;Chamberí;-3.6966802383026387;Private room;9;2.0;6.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Suitable for events,Washer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,Private living room,Private entrance;23.0;88.0;20.0;1;22;30;14;90.0;9.0;8.0;9.0;9.0;10.0;9.0;strict;25.0;0.3;Host Has Profile Pic,Is Location Exact,Requires License
11961;2016-03-20;89.0;email,phone,linkedin,reviews,jumio,government_id;Chamberí;-3.699394222167843;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;45.0;;25.0;1;0;11;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.0;1.0;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
4562;2016-12-11;100.0;email,phone,reviews;Centro;-3.704853772053596;Entire home/apt;4;2.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Indoor fireplace,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;120.0;100.0;40.0;2;20;4;9;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;2.41;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
11651;2015-04-29;;email,phone,reviews,jumio;Ciudad Lineal;-3.641530739644879;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Pets live on this property,Cat(s),Heating,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;19.0;150.0;;1;0;0;2;100.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;1.0;0.09;Host Has Profile Pic,Host Identity Verified,Requires License
983;2012-09-23;100.0;email,phone,reviews,jumio,government_id,work_email;Centro;-3.701764663153608;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron;60.0;200.0;20.0;1;0;7;29;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;1.0;4.63;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
3231;2016-02-08;100.0;email,phone,reviews,jumio;Tetuán;-3.7031612375656433;Entire home/apt;2;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Pets allowed,Buzzer/wireless intercom,Heating,Washer,Dryer,Essentials,Shampoo,Hangers,Hair dryer,translation missing: en.hosting_amenity_50;40.0;;;1;0;19;0;;;;;;;;strict;1.0;;Host Has Profile Pic,Host Identity Verified,Requires License
8419;2016-06-20;100.0;email,phone,reviews,jumio,government_id;Retiro;-3.680595558986983;Entire home/apt;4;1.0;2.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;39.0;100.0;29.0;2;15;9;65;88.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;2.0;6.77;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
1488;2016-06-23;100.0;phone,facebook,reviews;Centro;-3.6957558636856533;Entire home/apt;4;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Breakfast,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;57.0;;10.0;2;10;7;49;89.0;9.0;9.0;9.0;9.0;10.0;9.0;flexible;1.0;5.23;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
2786;2011-03-18;89.0;email,phone,reviews;Salamanca;-3.6678271848187554;Entire home/apt;2;2.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;85.0;100.0;;1;0;0;0;;;;;;;;flexible;7.0;;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
7148;2013-02-25;0.0;email,phone;Chamberí;-3.7001717828487712;Private room;1;0.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Washer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;35.0;;;1;0;0;0;;;;;;;;strict;2.0;;Host Has Profile Pic,Requires License
2133;2015-10-13;100.0;email,phone,reviews;Centro;-3.7004963380358036;Entire home/apt;4;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Doorman,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;49.0;150.0;20.0;2;10;5;117;97.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;2.0;6.79;Host Is Superhost,Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
1161;2014-09-18;98.0;email,phone,reviews,jumio;Tetuán;-3.7072074624536473;Entire home/apt;3;1.0;1.0;Wireless Internet,Kitchen,Heating,Washer,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;36.0;100.0;60.0;2;5;14;5;72.0;7.0;7.0;9.0;9.0;8.0;7.0;moderate;44.0;0.49;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
4077;2013-04-06;100.0;email,phone,reviews,manual_offline,jumio;Centro;-3.7026826628748486;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;65.0;100.0;15.0;2;0;9;54;93.0;9.0;10.0;10.0;10.0;9.0;9.0;strict;5.0;1.17;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
8450;2016-05-25;100.0;email,phone;Salamanca;-3.6782438678303895;Private room;1;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Washer,First aid kit,Essentials,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;30.0;;;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Requires License
3479;2016-03-09;;email,phone;Centro;-3.7044458555767927;Shared room;3;0.0;1.0;Wireless Internet,Smoke detector,Fire extinguisher;18.0;;;1;0;0;0;;;;;;;;flexible;1.0;;Host Has Profile Pic,Is Location Exact,Requires License
7307;2016-08-04;89.0;email,phone,reviews,work_email;Centro;-3.700182326275377;Entire home/apt;3;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Washer,Essentials,Shampoo,Hangers,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;60.0;;30.0;2;10;4;47;92.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;4.0;6.35;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
14669;2012-05-21;100.0;email,phone,reviews,jumio;Moncloa - Aravaca;-3.7179428293005343;Entire home/apt;6;3.0;4.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Breakfast,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Safety card,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;390.0;450.0;60.0;2;0;7;1;100.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;3.0;0.88;Host Has Profile Pic,Host Identity Verified,Requires License,Require Guest Profile Picture,Require Guest Phone Verification
7346;2016-10-21;86.0;email,phone,reviews;Centro;-3.698974910948892;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;35.0;400.0;;1;20;5;6;92.0;10.0;10.0;10.0;10.0;10.0;9.0;moderate;2.0;1.13;Host Has Profile Pic,Requires License
11549;2014-09-27;;email,phone,reviews;Arganzuela;-3.691758026835123;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Pets live on this property,Cat(s),Elevator in building,Buzzer/wireless intercom,Heating,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;40.0;;20.0;1;10;0;9;98.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;1.0;0.32;Host Has Profile Pic,Requires License
5239;2013-09-03;100.0;email,phone,reviews,jumio;Carabanchel;-3.716625159143612;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49;19.0;;10.0;1;12;28;7;100.0;9.0;10.0;10.0;10.0;8.0;10.0;flexible;1.0;0.29;Host Has Profile Pic,Host Identity Verified,Requires License
5227;2016-04-28;100.0;email,phone,reviews;Latina;-3.728160316146002;Private room;1;2.0;1.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Washer,Essentials,Lock on bedroom door,24-hour check-in,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;16.0;;;1;5;29;0;;;;;;;;flexible;2.0;;Host Has Profile Pic,Requires License
13237;2012-04-27;100.0;email,phone,facebook,reviews,jumio;Centro;-3.700669667893551;Private room;2;1.0;1.0;TV,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Pets live on this property,Cat(s),Buzzer/wireless intercom,Heating,Washer,First aid kit,Essentials,Shampoo;25.0;;;1;10;5;180;90.0;9.0;9.0;9.0;9.0;9.0;9.0;moderate;1.0;3.57;Host Has Profile Pic,Host Identity Verified,Requires License
11774;2015-04-23;100.0;email,phone,reviews;Centro;-3.700073388305636;Entire home/apt;16;3.0;8.0;TV,Wireless Internet,Smoking allowed,Pets allowed,Family/kid friendly,Suitable for events,Washer,Essentials,Hair dryer;475.0;250.0;60.0;7;5;12;0;;;;;;;;strict;2.0;;Host Has Profile Pic,Is Location Exact,Requires License
5647;2015-09-11;100.0;email,phone,reviews;Centro;-3.6974297670475353;Private room;2;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;75.0;100.0;15.0;1;0;11;19;96.0;10.0;10.0;10.0;10.0;9.0;9.0;strict;2.0;1.57;Host Has Profile Pic,Is Location Exact,Requires License
13126;2016-01-02;;email,phone;Villaverde;-3.698393367392836;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Kitchen,Smoking allowed,Breakfast,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Shampoo,24-hour check-in,Hair dryer,Iron;56.0;;;1;0;30;0;;;;;;;;flexible;2.0;;Host Has Profile Pic,Requires License
6035;2012-01-15;100.0;email,phone,facebook,reviews;Centro;-3.703426581521097;Entire home/apt;4;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;65.0;200.0;40.0;2;10;11;3;100.0;10.0;9.0;10.0;10.0;10.0;10.0;moderate;1.0;1.43;Host Has Profile Pic,Is Location Exact,Requires License
1575;2013-10-04;;email,phone,reviews,work_email;Arganzuela;-3.718776119368988;Entire home/apt;2;1.0;0.0;Kitchen,Elevator in building,Heating,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;50.0;;;1;0;0;1;40.0;8.0;2.0;6.0;6.0;6.0;4.0;moderate;1.0;0.25;Host Has Profile Pic,Requires License
11960;2010-12-08;100.0;email,phone,reviews,jumio;Chamberí;-3.6971294373554975;Entire home/apt;2;1.0;0.0;TV,Wireless Internet,Kitchen,Buzzer/wireless intercom,Heating,Essentials,Hangers,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;30.0;250.0;25.0;1;0;15;46;83.0;9.0;9.0;10.0;9.0;10.0;9.0;strict;4.0;2.32;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
13293;2011-04-25;33.0;email,phone,reviews;Centro;-3.7007878868022037;Entire home/apt;6;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Fire extinguisher,Essentials,Shampoo;195.0;200.0;30.0;1;0;9;0;;;;;;;;moderate;14.0;;Host Has Profile Pic,Is Location Exact,Requires License
9982;2016-09-26;100.0;email,phone,reviews;Centro;-3.7020212823808585;Entire home/apt;6;1.0;2.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;85.0;175.0;25.0;2;20;5;15;92.0;10.0;9.0;10.0;10.0;10.0;9.0;moderate;3.0;2.39;Host Has Profile Pic,Requires License,Instant Bookable
3183;2016-06-10;100.0;email,phone,facebook,reviews,jumio,government_id;Retiro;-3.6759081226224497;Private room;1;1.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Smoke detector,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;40.0;;10.0;1;0;28;0;;;;;;;;moderate;2.0;;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
10394;2015-01-28;100.0;email,phone,reviews,jumio;Salamanca;-3.66573605835545;Entire home/apt;5;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;120.0;;40.0;1;0;0;38;98.0;10.0;10.0;10.0;10.0;9.0;10.0;moderate;1.0;1.6;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
1379;2012-10-24;100.0;email,phone,facebook,reviews;Centro;-3.699373110561369;Entire home/apt;4;1.0;0.0;TV,Wireless Internet,Kitchen,Smoking allowed,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo;50.0;150.0;20.0;2;10;12;5;80.0;8.0;8.0;9.0;9.0;9.0;8.0;strict;11.0;0.97;Host Has Profile Pic,Requires License,Instant Bookable
7628;2015-08-06;100.0;email,phone,reviews,jumio;Centro;-3.697089591912977;Entire home/apt;5;1.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Wheelchair accessible,Kitchen,Pets allowed,Doorman,Elevator in building,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Hangers,Hair dryer,Iron,Laptop friendly workspace;95.0;90.0;50.0;4;20;13;34;89.0;9.0;9.0;9.0;10.0;10.0;9.0;moderate;1.0;1.87;Host Has Profile Pic,Host Identity Verified,Requires License,Instant Bookable
199;2015-05-10;100.0;email,phone,reviews;Centro;-3.7078632929074615;Entire home/apt;2;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Pets allowed,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Essentials,Shampoo;46.0;100.0;30.0;2;0;0;82;91.0;9.0;9.0;10.0;10.0;10.0;9.0;moderate;4.0;3.69;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
9770;2012-11-18;100.0;email,phone,facebook,reviews,jumio;Centro;-3.6970580092763248;Entire home/apt;12;4.5;4.0;TV,Cable TV,Internet,Wireless Internet,Air conditioning,Kitchen,Breakfast,Elevator in building,Indoor fireplace,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,Dryer,Smoke detector,Carbon monoxide detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;285.0;600.0;;6;50;5;45;98.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;6.37;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
6894;2013-03-02;;email,phone,reviews,jumio;Chamberí;-3.7129659545981504;Entire home/apt;3;1.0;3.0;TV,Internet,Wireless Internet,Kitchen,Pets allowed,Doorman,Buzzer/wireless intercom,Heating,Washer,Essentials,24-hour check-in,Hangers,Laptop friendly workspace;28.0;150.0;;1;5;0;4;87.0;10.0;9.0;9.0;10.0;10.0;8.0;moderate;1.0;0.19;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
8468;2016-04-27;;email,phone,reviews;Chamberí;-3.71538858350253;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,First aid kit,24-hour check-in,Laptop friendly workspace;60.0;;;1;0;0;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Is Location Exact,Requires License
1984;2016-07-28;0.0;email,phone;Carabanchel;-3.7269462216113913;Private room;1;1.0;1.0;TV,Wireless Internet,Kitchen,Free parking on premises,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials;22.0;;;1;0;29;0;;;;;;;;moderate;1.0;;Host Has Profile Pic,Requires License,Instant Bookable
14733;2016-05-19;;email,phone,reviews;Moncloa - Aravaca;-3.7188471596500303;Private room;1;2.0;1.0;Wireless Internet,Kitchen,Smoking allowed,Elevator in building,Washer,Hangers,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;27.0;300.0;;1;0;0;1;100.0;10.0;10.0;8.0;10.0;10.0;10.0;strict;2.0;0.1;Host Has Profile Pic,Is Location Exact,Requires License
3390;2016-06-17;100.0;email,phone,reviews;Centro;-3.6959094074972234;Private room;2;1.0;1.0;Wireless Internet,Kitchen,Gym,Indoor fireplace,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_50;35.0;;10.0;1;0;10;7;89.0;10.0;9.0;10.0;10.0;10.0;10.0;flexible;2.0;1.0;Host Has Profile Pic,Requires License
8898;2016-04-13;;email,phone,facebook,reviews,jumio;Chamberí;-3.714600413485832;Entire home/apt;6;1.0;2.0;TV,Wireless Internet,Kitchen,Pets allowed,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;80.0;100.0;20.0;4;5;0;5;85.0;9.0;9.0;10.0;10.0;10.0;8.0;flexible;1.0;0.54;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
8272;2014-04-23;100.0;email,phone,google,reviews,jumio,government_id,work_email;Centro;-3.6973817775668913;Private room;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;59.0;150.0;30.0;1;0;5;77;99.0;10.0;10.0;10.0;10.0;10.0;10.0;strict;4.0;7.6;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
6799;2015-12-20;100.0;email,phone,reviews,jumio,government_id;Usera;-3.703645286261253;Entire home/apt;1;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Washer,Smoke detector,First aid kit,Safety card,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;32.0;;;1;0;2;2;100.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;9.0;0.22;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
12353;2014-11-10;100.0;email,phone,reviews,jumio,government_id;Retiro;-3.6898054821170456;Private room;2;2.0;1.0;TV,Internet,Wireless Internet,Wheelchair accessible,Kitchen,Smoking allowed,Pets allowed,Doorman,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;45.0;;;1;0;14;37;96.0;10.0;10.0;10.0;10.0;10.0;10.0;moderate;2.0;6.45;Host Has Profile Pic,Host Identity Verified,Requires License
924;2015-05-19;100.0;email,phone,reviews,jumio;Centro;-3.710619346704485;Entire home/apt;4;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_50;55.0;150.0;30.0;2;10;5;76;94.0;10.0;10.0;10.0;10.0;10.0;9.0;strict;1.0;3.41;Host Is Superhost,Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
6320;2013-05-29;100.0;email,phone,reviews;Chamberí;-3.691928626020289;Entire home/apt;2;1.0;1.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;41.0;;15.0;1;7;2;83;91.0;9.0;9.0;10.0;10.0;10.0;9.0;strict;2.0;2.3;Host Has Profile Pic,Is Location Exact,Requires License,Instant Bookable
9959;2016-10-18;100.0;phone,reviews;Centro;-3.6998812789352153;Entire home/apt;8;2.0;3.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Heating,Family/kid friendly,Washer,Dryer,Essentials,Hangers,Hair dryer,Iron;109.0;150.0;;6;10;4;8;93.0;10.0;9.0;10.0;10.0;10.0;9.0;flexible;1.0;1.86;Host Has Profile Pic,Requires License
4807;2016-01-02;100.0;email,phone,reviews,jumio;Ciudad Lineal;-3.6420619238317657;Entire home/apt;3;1.0;1.0;TV,Kitchen,Smoking allowed,Hot tub,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,Hangers,Hair dryer,Iron;41.0;;5.0;1;10;20;75;91.0;10.0;10.0;10.0;10.0;8.0;9.0;moderate;1.0;5.01;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
9083;2014-01-26;100.0;email,phone,reviews,jumio;Latina;-3.7388786821646933;Entire home/apt;6;1.0;3.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Buzzer/wireless intercom,Heating,Family/kid friendly,Washer,First aid kit,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;89.0;250.0;40.0;4;14;1;11;93.0;10.0;10.0;10.0;10.0;8.0;10.0;strict;2.0;0.63;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License
5194;2017-01-23;100.0;phone,reviews;Chamartín;-3.687591021453073;Entire home/apt;5;1.0;2.0;TV,Kitchen,Free parking on premises,Elevator in building,Heating,Washer,Essentials,Shampoo,Hangers,Iron,Laptop friendly workspace,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;100.0;;;1;0;4;6;90.0;9.0;10.0;10.0;10.0;10.0;9.0;flexible;1.0;3.75;Is Location Exact,Requires License,Instant Bookable
5122;2014-06-25;64.0;email,phone,reviews;Arganzuela;-3.68917979354398;Private room;2;2.0;1.0;TV,Internet,Wireless Internet,Pool,Free parking on premises,Doorman,Elevator in building,Buzzer/wireless intercom,First aid kit,Fire extinguisher,Essentials,Shampoo,24-hour check-in,Hangers,Hair dryer,translation missing: en.hosting_amenity_49,translation missing: en.hosting_amenity_50;31.0;;;1;0;12;35;96.0;10.0;9.0;10.0;10.0;9.0;10.0;moderate;1.0;2.85;Host Is Superhost,Host Has Profile Pic,Requires License
13990;2012-06-22;100.0;email,phone,reviews,work_email;Centro;-3.6953083369310837;Entire home/apt;3;1.0;1.0;TV,Wireless Internet,Air conditioning,Kitchen,Elevator in building,Buzzer/wireless intercom,Heating,Washer,Fire extinguisher,Essentials,Shampoo,Hangers,Hair dryer,Iron,Laptop friendly workspace;70.0;200.0;40.0;2;15;4;11;95.0;9.0;9.0;10.0;10.0;10.0;10.0;moderate;12.0;0.37;Host Has Profile Pic,Requires License,Instant Bookable
4585;2016-01-16;100.0;email,phone,facebook,reviews,jumio,government_id;Arganzuela;-3.6984941560334237;Entire home/apt;3;1.0;0.0;TV,Internet,Wireless Internet,Air conditioning,Kitchen,Smoking allowed,Heating,Washer,First aid kit,Essentials,24-hour check-in,Hangers,Hair dryer,Iron,Laptop friendly workspace;37.0;100.0;10.0;1;10;0;39;92.0;10.0;9.0;10.0;10.0;10.0;10.0;strict;1.0;5.49;Host Has Profile Pic,Host Identity Verified,Is Location Exact,Requires License,Instant Bookable
10049;2014-08-08;100.0;email,phone,reviews;Centro;-3.7112437773888223;Entire home/apt;4;1.0;0.0;TV,Wireless Internet,Air conditioning,Kitchen,Heating,Family/kid friendly,Washer,Essentials,Shampoo,Hangers,Hair dryer,Iron;60.0;173.0;25.0;2;10;0;0;;;;;;;;strict;1.0;;Host Has Profile Pic,Is Location Exact,Requires License
